"date","rank","code","name","sector","close","turnover","turnover_ma"
"2000-05-29","10","7203","トヨタ自動車","輸送用機器","544.549255371094","5083367298.88916","7387029678.46679"
"2000-05-30","1","7203","トヨタ自動車","輸送用機器","552.312927246094","5702630973.81592","7010672329.89501"
"2000-05-30","2","7752","リコー","電気機器","1271.74719238281","1142028978.75976","1985905534.86328"
"2000-05-30","3","6806","ヒロセ電機","電気機器","8700.189453125","819148937.580078","885011267.039453"
"2000-05-30","4","9090","ＡＺ－ＣＯＭ丸和ホールディングス","陸運業","124.665672302246","7180742.72460937","31773835.0537109"
"2000-05-30","5","8142","トーホー","卸売業","402.637115478516","1546126.5234375","1774240.65820313"
"2000-05-31","1","7203","トヨタ自動車","輸送用機器","542.331115722656","8346475870.97168","6131649407.6538"
"2000-05-31","2","7752","リコー","電気機器","1274.57971191406","1755096263.30566","1942453036.76758"
"2000-05-31","3","6806","ヒロセ電機","電気機器","9232.478515625","2053063177.43359","1095113674.67188"
"2000-05-31","4","9090","ＡＺ－ＣＯＭ丸和ホールディングス","陸運業","118.729209899902","17097006.2255859","29940023.1347656"
"2000-05-31","5","8142","トーホー","卸売業","400.160003662109","576230.405273437","1697409.9375"
"2000-06-01","1","7203","トヨタ自動車","輸送用機器","553.421691894531","5520381376.64795","6116861883.78905"
"2000-06-01","2","7752","リコー","電気機器","1314.23315429688","2027861757.08009","1478139139.16016"
"2000-06-01","3","6806","ヒロセ電機","電気機器","9740.298828125","2379691367.89453","1365506094.59844"
"2000-06-01","4","9090","ＡＺ－ＣＯＭ丸和ホールディングス","陸運業","122.68684387207","23163276.1230468","31359708.071289"
"2000-06-01","5","8142","トーホー","卸売業","400.160003662109","768307.207031249","1428502.41503906"
"2000-06-02","1","7203","トヨタ自動車","輸送用機器","551.203918457031","6410501571.65527","6212671418.39599"
"2000-06-02","2","7752","リコー","電気機器","1302.90344238281","2797333690.79589","1798882737.1582"
"2000-06-02","3","6806","ヒロセ電機","電気機器","9789.2412109375","1186103622.08203","1432289362.27109"
"2000-06-02","4","9090","ＡＺ－ＣＯＭ丸和ホールディングス","陸運業","118.729209899902","23555875.2441406","17765688.9892578"
"2000-06-02","5","8142","トーホー","卸売業","400.160003662109","1152460.81054687","1195156.62011719"
"2000-06-05","1","7203","トヨタ自動車","輸送用機器","575.602966308594","6253926228.94287","6446783204.40673"
"2000-06-05","2","7752","リコー","電気機器","1314.23315429688","1029044559.81446","1750273049.95117"
"2000-06-05","3","6806","ヒロセ電機","電気機器","10309.2978515625","1875384990.77344","1662678419.15273"
"2000-06-05","4","9090","ＡＺ－ＣＯＭ丸和ホールディングス","陸運業","120.708023071289","6566516.45507812","15512683.3544921"
"2000-06-05","5","8142","トーホー","卸売業","397.873321533203","763916.77734375","961408.344726563"
"2000-06-06","1","9432","ＮＴＴ","情報・通信業","72.0550765991211","300829944801.331","333537829284.668"
"2000-06-06","2","2914","日本たばこ産業","食料品","341.261138916016","321126731719.971","305754674584.961"
"2000-06-06","3","9984","ソフトバンクグループ","情報・通信業","762.047790527344","78696370508.6426","64529513340.8203"
"2000-06-06","4","6758","ソニーグループ","電気機器","1834.06713867188","22067495812.5001","33047231873.7915"
"2000-06-06","5","6702","富士通","電気機器","2471.27612304688","26865242733.6426","15423563457.2266"
"2000-06-06","6","6971","京セラ","電気機器","1528.94763183594","7855121353.32032","12921345682.8125"
"2000-06-06","7","6701","日本電気","電気機器","4408.99609375","8798151705.07813","12313245072.6318"
"2000-06-06","8","6857","アドバンテスト","電気機器","2259.03491210938","8074694389.84377","10407138187.0313"
